Sensor remetente, Estado do Paciente, Enviado às (s), Processado às (s), Diff (s),Sensors,Cycle Time Constraint,Emergency Detection Time Constraint
Sensor4,medio,505992,506057,0.06515,five,SATISFIED,SATISFIED
Sensor4,ruim,506188,506257,0.0686,five,SATISFIED,SATISFIED
Sensor4,ruim,507192,507259,0.06755,five,SATISFIED,SATISFIED
Sensor4,medio,507589,507657,0.06787,five,SATISFIED,SATISFIED
Sensor4,ruim,507691,507.76,0.06902,five,SATISFIED,SATISFIED
Sensor4,medio,508789,508857,0.06859,five,SATISFIED,SATISFIED
Sensor4,bom,508891,508959,0.0671,five,SATISFIED,SATISFIED
Sensor4,medio,515193,515.26,0.06724,five,SATISFIED,SATISFIED
Sensor4,bom,515294,515.36,0.06669,five,SATISFIED,SATISFIED
Sensor4,medio,522389,522459,0.06988,five,SATISFIED,SATISFIED
Sensor4,medio,522.49,522558,0.06825,five,SATISFIED,SATISFIED
Sensor4,ruim,522889,522958,0.06819,five,SATISFIED,SATISFIED
Sensor4,medio,523.29,523358,0.06807,five,SATISFIED,SATISFIED
Sensor4,medio,538489,538556,0.06739,five,SATISFIED,SATISFIED
Sensor4,bom,538588,538657,0.0682,five,SATISFIED,SATISFIED
Sensor4,ruim,538689,538757,0.06838,five,SATISFIED,SATISFIED
Sensor4,ruim,539092,539161,0.06881,five,SATISFIED,SATISFIED
Sensor4,ruim,539593,539661,0.0681,five,SATISFIED,SATISFIED
Sensor4,ruim,539989,540057,0.06821,five,SATISFIED,SATISFIED
Sensor4,ruim,540493,540561,0.06857,five,SATISFIED,SATISFIED
Sensor4,ruim,540793,540858,0.06492,five,SATISFIED,SATISFIED
Sensor4,medio,541189,541258,0.06934,five,SATISFIED,SATISFIED
Sensor4,bom,541292,541359,0.06775,five,SATISFIED,SATISFIED
Sensor4,medio,548088,548156,0.0677,five,SATISFIED,SATISFIED
Sensor4,bom,548289,548358,0.06888,five,SATISFIED,SATISFIED
Sensor4,ruim,551.99,552059,0.06839,five,SATISFIED,SATISFIED
Sensor4,medio,552.19,552257,0.06771,five,SATISFIED,SATISFIED
Sensor4,bom,552291,552358,0.06778,five,SATISFIED,SATISFIED
Sensor4,medio,554189,554257,0.0681,five,SATISFIED,SATISFIED
Sensor4,bom,554292,554.36,0.06806,five,SATISFIED,SATISFIED
Sensor4,ruim,560889,560957,0.06837,five,SATISFIED,SATISFIED
Sensor4,ruim,560992,561.06,0.06817,five,SATISFIED,SATISFIED
Sensor4,medio,570588,570656,0.0677,five,SATISFIED,SATISFIED
Sensor4,ruim,570989,571061,0.07236,five,SATISFIED,SATISFIED
Sensor4,ruim,572492,572559,0.06713,five,SATISFIED,SATISFIED
Sensor4,ruim,572594,572661,0.06706,five,SATISFIED,SATISFIED
Sensor4,medio,573593,573.66,0.06734,five,SATISFIED,SATISFIED
Sensor4,bom,573788,573857,0.06884,five,SATISFIED,SATISFIED
Sensor4,ruim,575091,575158,0.06654,five,SATISFIED,SATISFIED
Sensor4,medio,576686,576756,0.07019,five,SATISFIED,SATISFIED
Sensor4,ruim,576791,576.86,0.06933,five,SATISFIED,SATISFIED
Sensor4,medio,576894,576959,0.06505,five,SATISFIED,SATISFIED
Sensor4,bom,576993,577059,0.06565,five,SATISFIED,SATISFIED
Sensor4,ruim,582588,582657,0.06921,five,SATISFIED,SATISFIED
Sensor4,ruim,582.79,582858,0.06755,five,SATISFIED,SATISFIED
Sensor4,ruim,583189,583.26,0.07036,five,SATISFIED,SATISFIED
Sensor4,ruim,584087,584157,0.0693,five,SATISFIED,SATISFIED
Sensor4,ruim,584292,584358,0.06663,five,SATISFIED,SATISFIED
Sensor4,ruim,590592,590.66,0.06725,five,SATISFIED,SATISFIED
Sensor4,ruim,590.79,590856,0.06545,five,SATISFIED,SATISFIED
Sensor4,medio,592391,592457,0.06576,five,SATISFIED,SATISFIED
Sensor4,medio,592492,592562,0.06964,five,SATISFIED,SATISFIED
Sensor0,medio,5.00544,5.20005,0.1946,ten,VIOLATED,SATISFIED
Sensor0,bom,5.41307,5.60635,0.19328,ten,VIOLATED,SATISFIED
Sensor0,medio,8.91388,9.10907,0.19519,ten,VIOLATED,SATISFIED
Sensor0,ruim,9.11648,9.31173,0.19526,ten,VIOLATED,SATISFIED
Sensor0,medio,9.41693,9.6078,0.19087,ten,VIOLATED,SATISFIED
Sensor0,bom,9.61496,9.8082,0.19323,ten,VIOLATED,SATISFIED
Sensor0,medio,10213,10409,0.19606,ten,VIOLATED,SATISFIED
Sensor0,bom,10.5159,10709,0.19308,ten,VIOLATED,SATISFIED
Sensor0,ruim,16.1318,16322,0.19012,ten,VIOLATED,SATISFIED
Sensor0,ruim,16.9293,17.1236,0.19429,ten,VIOLATED,SATISFIED
Sensor0,ruim,17.5328,17.7216,0.18885,ten,VIOLATED,SATISFIED
Sensor0,ruim,26.2359,26.4445,0.20857,ten,VIOLATED,SATISFIED
Sensor0,ruim,26.3465,26.5493,0.20284,ten,VIOLATED,SATISFIED
Sensor0,ruim,26453,26.6428,0.18979,ten,VIOLATED,SATISFIED
Sensor0,ruim,27.2525,27.4404,0.18788,ten,VIOLATED,SATISFIED
Sensor0,medio,30.9446,31.1409,0.1963,ten,VIOLATED,SATISFIED
Sensor0,ruim,31.0461,31243,0.19694,ten,VIOLATED,SATISFIED
Sensor0,medio,31.6442,31.8456,0.20144,ten,VIOLATED,SATISFIED
Sensor0,medio,31.7484,31.9462,0.19783,ten,VIOLATED,SATISFIED
Sensor0,medio,32.6471,32.8384,0.19129,ten,VIOLATED,SATISFIED
Sensor0,ruim,32.9512,33.1434,0.19229,ten,VIOLATED,SATISFIED
Sensor0,medio,33.1501,33.3443,0.19427,ten,VIOLATED,SATISFIED
Sensor0,bom,33.3517,33.5428,0.19115,ten,VIOLATED,SATISFIED
Sensor0,medio,34.9474,35.1501,0.20265,ten,VIOLATED,SATISFIED
Sensor0,bom,35.1574,35.3459,0.18846,ten,VIOLATED,SATISFIED
Sensor0,ruim,37.6456,37842,0.1964,ten,VIOLATED,SATISFIED
Sensor0,medio,39.2477,39.4408,0.19316,ten,VIOLATED,SATISFIED
Sensor0,bom,39.4481,39.6475,0.19935,ten,VIOLATED,SATISFIED
Sensor0,medio,39.6553,39.8422,0.18694,ten,VIOLATED,SATISFIED
Sensor0,bom,39.9512,40.1448,0.19356,ten,VIOLATED,SATISFIED
Sensor0,medio,49.8466,50.0449,0.1983,ten,VIOLATED,SATISFIED
Sensor0,ruim,49948,50143,0.19495,ten,VIOLATED,SATISFIED
Sensor0,medio,51.1425,51.3456,0.20314,ten,VIOLATED,SATISFIED
Sensor0,medio,51353,51.5433,0.19028,ten,VIOLATED,SATISFIED
Sensor0,ruim,51.7518,51.9425,0.19073,ten,VIOLATED,SATISFIED
Sensor0,medio,51.9498,52.1413,0.19149,ten,VIOLATED,SATISFIED
Sensor0,ruim,56.9466,57.1404,0.19382,ten,VIOLATED,SATISFIED
Sensor0,ruim,58.3474,58.5394,0.19201,ten,VIOLATED,SATISFIED
Sensor0,ruim,58.4481,58641,0.19286,ten,VIOLATED,SATISFIED
Sensor0,ruim,59.1479,59.3447,0.19674,ten,VIOLATED,SATISFIED
Sensor0,medio,59.4543,59.6451,0.19089,ten,VIOLATED,SATISFIED
Sensor0,medio,60651,60.8453,0.19426,ten,VIOLATED,SATISFIED
Sensor0,ruim,60.9523,61.1399,0.18762,ten,VIOLATED,SATISFIED
Sensor0,ruim,63.6453,63.8402,0.19488,ten,VIOLATED,SATISFIED
Sensor0,medio,64.3494,64.5459,0.19654,ten,VIOLATED,SATISFIED
Sensor0,bom,64.8487,65.0458,0.19708,ten,VIOLATED,SATISFIED
Sensor0,ruim,65.1509,65.3415,0.19059,ten,VIOLATED,SATISFIED
Sensor0,medio,65.5439,65.7417,0.1978,ten,VIOLATED,SATISFIED
Sensor0,bom,65.8517,66.0415,0.18985,ten,VIOLATED,SATISFIED
Sensor0,ruim,67.3523,67.5417,0.18941,ten,VIOLATED,SATISFIED
Sensor0,ruim,67.6528,67.8428,0.18993,ten,VIOLATED,SATISFIED
Sensor0,ruim,67748,67.9428,0.19485,ten,VIOLATED,SATISFIED
Sensor0,ruim,67.8501,68.0446,0.19445,ten,VIOLATED,SATISFIED
Sensor0,ruim,68.5548,68.7439,0.18911,ten,VIOLATED,SATISFIED
Sensor0,ruim,68.8493,69.0413,0.19209,ten,VIOLATED,SATISFIED
Sensor0,ruim,72.9471,73.1402,0.1931,ten,VIOLATED,SATISFIED
Sensor0,ruim,75.3446,75.5452,0.20065,ten,VIOLATED,SATISFIED
Sensor0,ruim,75.6499,75841,0.19108,ten,VIOLATED,SATISFIED
Sensor0,ruim,75.8491,76.0428,0.19369,ten,VIOLATED,SATISFIED
Sensor0,ruim,76.0503,76.2458,0.19553,ten,VIOLATED,SATISFIED
Sensor0,ruim,83.4462,83.6424,0.19628,ten,VIOLATED,SATISFIED
Sensor0,ruim,84.2486,84442,0.19335,ten,VIOLATED,SATISFIED
Sensor0,ruim,84.3478,84.5466,0.19874,ten,VIOLATED,SATISFIED
Sensor0,medio,86.8447,87.0394,0.19468,ten,VIOLATED,SATISFIED
Sensor0,ruim,87.2509,87.4413,0.19046,ten,VIOLATED,SATISFIED
Sensor0,ruim,88.1486,88.3422,0.19365,ten,VIOLATED,SATISFIED
Sensor0,medio,88.2472,88.4504,0.20315,ten,VIOLATED,SATISFIED
Sensor0,medio,90.0477,90.2418,0.19411,ten,VIOLATED,SATISFIED
Sensor0,ruim,90.4483,90.6409,0.19261,ten,VIOLATED,SATISFIED
Sensor0,medio,93.6456,93.8448,0.19915,ten,VIOLATED,SATISFIED
Sensor0,ruim,94.1477,94.3401,0.1924,ten,VIOLATED,SATISFIED
Sensor0,ruim,101645,101837,0.19156,ten,VIOLATED,SATISFIED
Sensor0,ruim,103044,103242,0.19796,ten,VIOLATED,SATISFIED
Sensor0,ruim,103147,103347,0.19918,ten,VIOLATED,SATISFIED
Sensor0,ruim,114146,114343,0.19795,ten,VIOLATED,SATISFIED
Sensor0,ruim,114551,114741,0.1903,ten,VIOLATED,SATISFIED
Sensor0,ruim,114649,114842,0.19277,ten,VIOLATED,SATISFIED
Sensor0,ruim,119946,120139,0.19285,ten,VIOLATED,SATISFIED
Sensor0,ruim,120.35,120541,0.19052,ten,VIOLATED,SATISFIED
Sensor0,medio,121047,121243,0.19557,ten,VIOLATED,SATISFIED
Sensor0,ruim,123146,123344,0.19791,ten,VIOLATED,SATISFIED
Sensor0,ruim,125.65,125.84,0.18996,ten,VIOLATED,SATISFIED
Sensor0,ruim,125752,125942,0.18966,ten,VIOLATED,SATISFIED
Sensor0,ruim,132247,132441,0.19456,ten,VIOLATED,SATISFIED
Sensor0,bom,133047,133241,0.19441,ten,VIOLATED,SATISFIED
Sensor0,ruim,135151,135343,0.19139,ten,VIOLATED,SATISFIED
Sensor0,medio,135749,135941,0.19259,ten,VIOLATED,SATISFIED
Sensor0,bom,136.05,136242,0.19186,ten,VIOLATED,SATISFIED
Sensor0,ruim,141.55,141741,0.19056,ten,VIOLATED,SATISFIED
Sensor0,ruim,141858,142038,0.18065,ten,VIOLATED,SATISFIED
Sensor0,ruim,153747,153.94,0.19286,ten,VIOLATED,SATISFIED
Sensor0,ruim,156144,156.34,0.19615,ten,VIOLATED,SATISFIED
Sensor0,ruim,156243,156445,0.20199,ten,VIOLATED,SATISFIED
Sensor0,medio,157844,158043,0.19939,ten,VIOLATED,SATISFIED
Sensor0,medio,157949,158143,0.19391,ten,VIOLATED,SATISFIED
Sensor0,ruim,173248,173439,0.19146,ten,VIOLATED,SATISFIED
Sensor0,medio,173648,173841,0.19296,ten,VIOLATED,SATISFIED
Sensor0,bom,174749,174943,0.19422,ten,VIOLATED,SATISFIED
Sensor0,ruim,181048,181.24,0.19173,ten,VIOLATED,SATISFIED
Sensor0,bom,181746,181942,0.19635,ten,VIOLATED,SATISFIED
Sensor0,ruim,185749,185944,0.19409,ten,VIOLATED,SATISFIED
Sensor0,medio,185951,186145,0.19432,ten,VIOLATED,SATISFIED
Sensor0,medio,187351,187542,0.19031,ten,VIOLATED,SATISFIED
Sensor0,bom,187.45,187645,0.19497,ten,VIOLATED,SATISFIED
Sensor0,medio,189247,189442,0.19555,ten,VIOLATED,SATISFIED
Sensor0,ruim,189.45,189648,0.19787,ten,VIOLATED,SATISFIED
Sensor0,medio,193347,193542,0.19546,ten,VIOLATED,SATISFIED
Sensor0,ruim,193.55,193.74,0.19017,ten,VIOLATED,SATISFIED
Sensor0,medio,194252,194443,0.19128,ten,VIOLATED,SATISFIED
Sensor0,bom,194649,194842,0.19233,ten,VIOLATED,SATISFIED
Sensor0,ruim,200651,200842,0.19161,ten,VIOLATED,SATISFIED
Sensor0,ruim,200954,201147,0.19391,ten,VIOLATED,SATISFIED
Sensor0,ruim,201344,201543,0.19854,ten,VIOLATED,SATISFIED
Sensor0,ruim,201452,201644,0.19197,ten,VIOLATED,SATISFIED
Sensor0,ruim,203047,203241,0.19497,ten,VIOLATED,SATISFIED
Sensor0,medio,206146,206342,0.19606,ten,VIOLATED,SATISFIED
Sensor0,ruim,206247,206447,0.19999,ten,VIOLATED,SATISFIED
Sensor0,ruim,206948,207144,0.19562,ten,VIOLATED,SATISFIED
Sensor0,ruim,207552,207746,0.1945,ten,VIOLATED,SATISFIED
Sensor0,ruim,208.05,208241,0.19104,ten,VIOLATED,SATISFIED
Sensor0,medio,208249,208446,0.19678,ten,VIOLATED,SATISFIED
Sensor0,bom,208547,208738,0.19102,ten,VIOLATED,SATISFIED
Sensor0,ruim,209048,209244,0.19623,ten,VIOLATED,SATISFIED
Sensor0,ruim,209.35,209544,0.19374,ten,VIOLATED,SATISFIED
Sensor0,ruim,209451,209644,0.19285,ten,VIOLATED,SATISFIED
Sensor0,ruim,209951,210145,0.19413,ten,VIOLATED,SATISFIED
Sensor0,ruim,210052,210248,0.19662,ten,VIOLATED,SATISFIED
Sensor0,ruim,214051,214.24,0.18947,ten,VIOLATED,SATISFIED
Sensor0,ruim,214146,214347,0.20127,ten,VIOLATED,SATISFIED
Sensor0,medio,215.05,215.24,0.18996,ten,VIOLATED,SATISFIED
Sensor0,bom,215248,215439,0.19093,ten,VIOLATED,SATISFIED
Sensor0,ruim,217946,218144,0.19761,ten,VIOLATED,SATISFIED
Sensor0,ruim,218152,218339,0.18737,ten,VIOLATED,SATISFIED
Sensor0,ruim,218253,218447,0.19403,ten,VIOLATED,SATISFIED
Sensor0,ruim,218.55,218742,0.1913,ten,VIOLATED,SATISFIED
Sensor0,ruim,218852,219046,0.19453,ten,VIOLATED,SATISFIED
Sensor0,ruim,219543,219746,0.20215,ten,VIOLATED,SATISFIED
Sensor0,medio,219946,220139,0.19352,ten,VIOLATED,SATISFIED
Sensor0,medio,220043,220245,0.20202,ten,VIOLATED,SATISFIED
Sensor0,medio,222445,222641,0.19576,ten,VIOLATED,SATISFIED
Sensor0,bom,222547,222745,0.19724,ten,VIOLATED,SATISFIED
Sensor0,ruim,222949,223144,0.19503,ten,VIOLATED,SATISFIED
Sensor0,medio,223852,224044,0.19189,ten,VIOLATED,SATISFIED
Sensor0,ruim,223949,224145,0.19684,ten,VIOLATED,SATISFIED
Sensor0,ruim,224.65,224842,0.19199,ten,VIOLATED,SATISFIED
Sensor0,ruim,224.95,225144,0.19443,ten,VIOLATED,SATISFIED
Sensor0,ruim,226347,226.54,0.19371,ten,VIOLATED,SATISFIED
Sensor0,ruim,226747,226941,0.1947,ten,VIOLATED,SATISFIED
Sensor0,ruim,226847,227044,0.19717,ten,VIOLATED,SATISFIED
Sensor0,ruim,227254,227444,0.19038,ten,VIOLATED,SATISFIED
Sensor0,medio,229046,229242,0.19603,ten,VIOLATED,SATISFIED
Sensor0,bom,229.25,229446,0.19672,ten,VIOLATED,SATISFIED
Sensor0,ruim,229748,229944,0.1953,ten,VIOLATED,SATISFIED
Sensor0,medio,231949,232144,0.19469,ten,VIOLATED,SATISFIED
Sensor0,medio,232151,232344,0.1932,ten,VIOLATED,SATISFIED
Sensor0,ruim,233252,233441,0.18957,ten,VIOLATED,SATISFIED
Sensor0,ruim,233647,233845,0.1985,ten,VIOLATED,SATISFIED
Sensor0,medio,234153,234341,0.1885,ten,VIOLATED,SATISFIED
Sensor0,medio,234449,234644,0.19507,ten,VIOLATED,SATISFIED
Sensor0,ruim,235049,235243,0.19414,ten,VIOLATED,SATISFIED
Sensor0,medio,237046,237241,0.19535,ten,VIOLATED,SATISFIED
Sensor0,ruim,237146,237343,0.19741,ten,VIOLATED,SATISFIED
Sensor0,medio,237548,237739,0.19052,ten,VIOLATED,SATISFIED
Sensor0,bom,237647,237839,0.19191,ten,VIOLATED,SATISFIED
Sensor0,medio,238947,239141,0.19363,ten,VIOLATED,SATISFIED
Sensor0,bom,239148,239343,0.19503,ten,VIOLATED,SATISFIED
Sensor0,medio,241645,241847,0.2017,ten,VIOLATED,SATISFIED
Sensor0,ruim,241957,242146,0.18872,ten,VIOLATED,SATISFIED
Sensor0,medio,243346,243546,0.20013,ten,VIOLATED,SATISFIED
Sensor0,ruim,243448,243649,0.20073,ten,VIOLATED,SATISFIED
Sensor0,ruim,243.85,244041,0.19038,ten,VIOLATED,SATISFIED
Sensor0,ruim,243949,244148,0.19845,ten,VIOLATED,SATISFIED
Sensor0,ruim,244848,245041,0.19297,ten,VIOLATED,SATISFIED
Sensor0,medio,246848,247046,0.19751,ten,VIOLATED,SATISFIED
Sensor0,ruim,247154,247.34,0.18627,ten,VIOLATED,SATISFIED
Sensor0,ruim,248346,248542,0.19583,ten,VIOLATED,SATISFIED
Sensor0,ruim,248549,248742,0.19244,ten,VIOLATED,SATISFIED
Sensor0,ruim,248849,249042,0.19268,ten,VIOLATED,SATISFIED
Sensor0,medio,249649,249847,0.19783,ten,VIOLATED,SATISFIED
Sensor0,ruim,249754,249944,0.18999,ten,VIOLATED,SATISFIED
Sensor0,ruim,250049,250242,0.19281,ten,VIOLATED,SATISFIED
Sensor0,ruim,250148,250345,0.19683,ten,VIOLATED,SATISFIED
Sensor0,ruim,250352,250548,0.1959,ten,VIOLATED,SATISFIED
Sensor0,medio,250457,250644,0.18667,ten,VIOLATED,SATISFIED
Sensor0,ruim,250752,250948,0.19572,ten,VIOLATED,SATISFIED
Sensor0,ruim,254448,254643,0.1957,ten,VIOLATED,SATISFIED
Sensor0,ruim,254548,254745,0.19697,ten,VIOLATED,SATISFIED
Sensor0,ruim,254752,254946,0.19381,ten,VIOLATED,SATISFIED
Sensor0,ruim,254954,255143,0.1895,ten,VIOLATED,SATISFIED
Sensor0,ruim,260.75,260942,0.19111,ten,VIOLATED,SATISFIED
Sensor0,ruim,261051,261242,0.19117,ten,VIOLATED,SATISFIED
Sensor0,medio,261147,261345,0.1986,ten,VIOLATED,SATISFIED
Sensor0,medio,261249,261442,0.19306,ten,VIOLATED,SATISFIED
Sensor0,ruim,261352,261547,0.19453,ten,VIOLATED,SATISFIED
Sensor0,ruim,263148,263.34,0.19174,ten,VIOLATED,SATISFIED
Sensor0,ruim,263245,263445,0.20074,ten,VIOLATED,SATISFIED
Sensor0,ruim,263551,263742,0.1908,ten,VIOLATED,SATISFIED
Sensor0,ruim,263947,264146,0.19933,ten,VIOLATED,SATISFIED
Sensor0,bom,265445,265.64,0.19519,ten,VIOLATED,SATISFIED
Sensor0,ruim,266847,267047,0.20038,ten,VIOLATED,SATISFIED
Sensor0,ruim,266948,267142,0.19378,ten,VIOLATED,SATISFIED
Sensor0,ruim,267546,267744,0.19812,ten,VIOLATED,SATISFIED
Sensor0,ruim,268046,268248,0.20162,ten,VIOLATED,SATISFIED
Sensor0,medio,269044,269.24,0.19623,ten,VIOLATED,SATISFIED
Sensor0,ruim,269448,269641,0.19273,ten,VIOLATED,SATISFIED
Sensor0,ruim,271347,271544,0.1971,ten,VIOLATED,SATISFIED
Sensor0,ruim,271551,271744,0.19252,ten,VIOLATED,SATISFIED
Sensor0,medio,277949,278.14,0.19155,ten,VIOLATED,SATISFIED
Sensor0,ruim,278147,278339,0.19156,ten,VIOLATED,SATISFIED
Sensor0,medio,278.45,278.64,0.1901,ten,VIOLATED,SATISFIED
Sensor0,ruim,278.85,279044,0.19408,ten,VIOLATED,SATISFIED
Sensor0,medio,280148,280.34,0.19286,ten,VIOLATED,SATISFIED
Sensor0,bom,280547,280744,0.19615,ten,VIOLATED,SATISFIED
Sensor0,ruim,285548,285742,0.19431,ten,VIOLATED,SATISFIED
Sensor0,ruim,285948,286141,0.1926,ten,VIOLATED,SATISFIED
Sensor0,ruim,291851,292041,0.18963,ten,VIOLATED,SATISFIED
Sensor0,medio,291945,292146,0.20125,ten,VIOLATED,SATISFIED
Sensor0,bom,292152,292345,0.1926,ten,VIOLATED,SATISFIED
Sensor0,medio,292251,292443,0.19181,ten,VIOLATED,SATISFIED
Sensor0,bom,292352,292543,0.19091,ten,VIOLATED,SATISFIED
Sensor0,medio,294247,294444,0.19691,ten,VIOLATED,SATISFIED
Sensor0,bom,294451,294641,0.18981,ten,VIOLATED,SATISFIED
Sensor0,ruim,296.35,296545,0.19565,ten,VIOLATED,SATISFIED
Sensor0,ruim,296451,296645,0.19389,ten,VIOLATED,SATISFIED
Sensor0,ruim,298548,298745,0.19638,ten,VIOLATED,SATISFIED
Sensor0,medio,299449,299.64,0.19078,ten,VIOLATED,SATISFIED
Sensor0,ruim,299547,299746,0.19877,ten,VIOLATED,SATISFIED
Sensor0,medio,299648,299844,0.19577,ten,VIOLATED,SATISFIED
Sensor0,bom,299753,299944,0.19045,ten,VIOLATED,SATISFIED
Sensor0,medio,307648,307845,0.1972,ten,VIOLATED,SATISFIED
Sensor0,bom,307747,307946,0.19903,ten,VIOLATED,SATISFIED
Sensor0,ruim,319552,319746,0.19417,ten,VIOLATED,SATISFIED
Sensor0,ruim,319754,319943,0.18925,ten,VIOLATED,SATISFIED
Sensor0,ruim,320051,320246,0.19524,ten,VIOLATED,SATISFIED
Sensor0,ruim,321751,321944,0.19257,ten,VIOLATED,SATISFIED
Sensor0,medio,321847,322046,0.19895,ten,VIOLATED,SATISFIED
Sensor0,ruim,321951,322146,0.19556,ten,VIOLATED,SATISFIED
Sensor0,medio,322053,322242,0.18898,ten,VIOLATED,SATISFIED
Sensor0,medio,322.35,322545,0.19519,ten,VIOLATED,SATISFIED
Sensor0,ruim,326247,326444,0.19642,ten,VIOLATED,SATISFIED
Sensor0,ruim,326.35,326545,0.19563,ten,VIOLATED,SATISFIED
Sensor0,ruim,326552,326743,0.19085,ten,VIOLATED,SATISFIED
Sensor0,medio,326.65,326846,0.19653,ten,VIOLATED,SATISFIED
Sensor0,medio,326751,326944,0.19334,ten,VIOLATED,SATISFIED
Sensor0,medio,327951,328143,0.19211,ten,VIOLATED,SATISFIED
Sensor0,ruim,328248,328.44,0.19168,ten,VIOLATED,SATISFIED
Sensor0,ruim,329.65,329841,0.19088,ten,VIOLATED,SATISFIED
Sensor0,ruim,329749,329944,0.19507,ten,VIOLATED,SATISFIED
Sensor0,ruim,330448,330648,0.19993,ten,VIOLATED,SATISFIED
Sensor0,medio,330848,331045,0.19686,ten,VIOLATED,SATISFIED
Sensor0,ruim,339547,339746,0.19923,ten,VIOLATED,SATISFIED
Sensor0,medio,339649,339849,0.19923,ten,VIOLATED,SATISFIED
Sensor0,bom,340252,340447,0.19522,ten,VIOLATED,SATISFIED
Sensor0,ruim,341644,341847,0.20329,ten,VIOLATED,SATISFIED
Sensor0,medio,341958,342.14,0.18167,ten,VIOLATED,SATISFIED
Sensor0,bom,342248,342446,0.19777,ten,VIOLATED,SATISFIED
Sensor0,ruim,350245,350441,0.19569,ten,VIOLATED,SATISFIED
Sensor0,ruim,351048,351244,0.19631,ten,VIOLATED,SATISFIED
Sensor0,medio,351954,352.14,0.18605,ten,VIOLATED,SATISFIED
Sensor0,bom,352245,352441,0.1962,ten,VIOLATED,SATISFIED
Sensor0,medio,352552,352741,0.18922,ten,VIOLATED,SATISFIED
Sensor0,bom,352651,352844,0.1931,ten,VIOLATED,SATISFIED
Sensor0,ruim,353.05,353246,0.19553,ten,VIOLATED,SATISFIED
Sensor0,medio,353152,353349,0.19634,ten,VIOLATED,SATISFIED
Sensor0,bom,353254,353448,0.19434,ten,VIOLATED,SATISFIED
Sensor0,ruim,359447,359645,0.19834,ten,VIOLATED,SATISFIED
Sensor0,ruim,360946,361143,0.1965,ten,VIOLATED,SATISFIED
Sensor0,medio,362653,362841,0.1876,ten,VIOLATED,SATISFIED
Sensor0,ruim,362752,362945,0.19308,ten,VIOLATED,SATISFIED
Sensor0,medio,363552,363744,0.19225,ten,VIOLATED,SATISFIED
Sensor0,medio,363.65,363848,0.19753,ten,VIOLATED,SATISFIED
Sensor0,medio,369247,369445,0.19832,ten,VIOLATED,SATISFIED
Sensor0,ruim,369556,369744,0.1882,ten,VIOLATED,SATISFIED
Sensor0,medio,369751,369936,0.18465,ten,VIOLATED,SATISFIED
Sensor0,bom,369851,370044,0.19327,ten,VIOLATED,SATISFIED
Sensor0,medio,377846,378044,0.19847,ten,VIOLATED,SATISFIED
Sensor0,bom,378246,378441,0.19442,ten,VIOLATED,SATISFIED
Sensor0,ruim,383451,383641,0.19043,ten,VIOLATED,SATISFIED
Sensor0,ruim,383649,383839,0.19072,ten,VIOLATED,SATISFIED
Sensor0,ruim,395147,395342,0.19506,ten,VIOLATED,SATISFIED
Sensor0,ruim,395246,395445,0.19849,ten,VIOLATED,SATISFIED
Sensor0,bom,395555,395.74,0.18535,ten,VIOLATED,SATISFIED
Sensor0,ruim,396247,396448,0.20082,ten,VIOLATED,SATISFIED
Sensor0,ruim,396354,396542,0.18866,ten,VIOLATED,SATISFIED
Sensor0,ruim,396649,396842,0.19232,ten,VIOLATED,SATISFIED
Sensor0,ruim,396752,396944,0.19219,ten,VIOLATED,SATISFIED
Sensor0,ruim,397051,397244,0.19364,ten,VIOLATED,SATISFIED
Sensor0,medio,398148,398342,0.1937,ten,VIOLATED,SATISFIED
Sensor0,bom,398.55,398.74,0.19005,ten,VIOLATED,SATISFIED
Sensor0,ruim,401445,401641,0.19646,ten,VIOLATED,SATISFIED
Sensor0,ruim,402444,402646,0.20109,ten,VIOLATED,SATISFIED
Sensor0,ruim,402653,402846,0.19321,ten,VIOLATED,SATISFIED
Sensor0,ruim,404546,404745,0.19921,ten,VIOLATED,SATISFIED
Sensor0,ruim,405545,405741,0.19582,ten,VIOLATED,SATISFIED
Sensor0,ruim,405946,406143,0.19696,ten,VIOLATED,SATISFIED
Sensor0,ruim,406352,406541,0.18908,ten,VIOLATED,SATISFIED
Sensor0,ruim,406453,406641,0.18872,ten,VIOLATED,SATISFIED
Sensor0,ruim,407648,407839,0.19072,ten,VIOLATED,SATISFIED
Sensor0,medio,408051,408245,0.19405,ten,VIOLATED,SATISFIED
Sensor0,medio,408645,408842,0.19787,ten,VIOLATED,SATISFIED
Sensor0,ruim,409045,409.24,0.19527,ten,VIOLATED,SATISFIED
Sensor0,ruim,409747,409944,0.19681,ten,VIOLATED,SATISFIED
Sensor0,medio,410246,410445,0.19844,ten,VIOLATED,SATISFIED
Sensor0,ruim,411251,411443,0.19142,ten,VIOLATED,SATISFIED
Sensor0,medio,411349,411545,0.19611,ten,VIOLATED,SATISFIED
Sensor0,bom,411451,411645,0.19424,ten,VIOLATED,SATISFIED
Sensor0,ruim,422848,423.04,0.19219,ten,VIOLATED,VIOLATED
Sensor0,ruim,422951,423144,0.1936,ten,VIOLATED,SATISFIED
Sensor0,ruim,423347,423545,0.19812,ten,VIOLATED,SATISFIED
Sensor0,ruim,423651,423845,0.19393,ten,VIOLATED,SATISFIED
Sensor0,ruim,423748,423949,0.20015,ten,VIOLATED,SATISFIED
